Date,VIX,VFIAX,Inverse_Correlated?
2018-09-13,-6.225%,+0.55%,yes
2018-09-14,-2.486%,+0.045%,yes
2018-09-17,+11.769%,-0.56%,yes
2018-09-18,-6.959%,+0.538%,yes
2018-09-19,-8.851%,+0.126%,yes
2018-09-20,+0.424%,+0.78%,no
2018-09-21,-1.027%,-0.033%,no
2018-09-24,+4.262%,-0.355%,yes
2018-09-25,+1.771%,-0.576%,yes
2018-09-26,+3.646%,-0.328%,yes
2018-09-27,-3.868%,+0.294%,yes
2018-09-28,-2.393%,+0.004%,yes
2018-10-01,-1.0%,+0.359%,yes
2018-10-02,+0.415%,-0.037%,yes
2018-10-03,-3.79%,+0.074%,yes
2018-10-04,+18.354%,-0.802%,yes
2018-10-05,+4.049%,-0.552%,yes
2018-10-08,+5.545%,-0.041%,yes
2018-10-09,+1.63%,-0.113%,yes
2018-10-10,+30.531%,-3.4%,yes
2018-10-11,+8.086%,-2.098%,yes
2018-10-12,-17.222%,+1.412%,yes
2018-10-15,-0.047%,-0.594%,no
2018-10-16,-20.885%,+2.107%,yes
2018-10-17,-1.264%,-0.019%,no
2018-10-18,+13.26%,-1.45%,yes
2018-10-19,-0.855%,-0.035%,no
2018-10-22,-1.273%,-0.428%,no
2018-10-23,+5.167%,-0.549%,yes
2018-10-24,+17.915%,-3.185%,yes
2018-10-25,-4.17%,+1.823%,yes
2018-10-26,-0.248%,-1.758%,no
2018-10-29,+2.186%,-0.664%,yes
2018-10-30,-5.782%,+1.553%,yes
2018-10-31,-9.986%,+1.077%,yes
2018-11-01,-9.772%,+1.046%,yes
2018-11-02,+0.871%,-0.624%,yes
2018-11-05,+2.255%,+0.557%,no
2018-11-06,-0.251%,+0.632%,yes
2018-11-07,-21.699%,+2.075%,yes
2018-11-08,+2.153%,-0.196%,yes
2018-11-09,+3.687%,-0.913%,yes
2018-11-12,+15.11%,-2.01%,yes
2018-11-13,-2.148%,-0.143%,no
2018-11-14,+5.788%,-0.74%,yes
2018-11-15,-6.356%,+1.084%,yes
2018-11-16,-10.143%,+0.229%,yes
2018-11-19,+9.751%,-1.69%,yes
2018-11-20,+10.587%,-1.844%,yes
2018-11-21,-8.077%,+0.31%,yes
2018-11-23,+3.346%,-0.652%,yes
2018-11-26,-13.862%,+1.539%,yes
2018-11-27,+0.631%,+0.326%,no
2018-11-28,-2.866%,+2.254%,yes
2018-11-29,+1.597%,-0.197%,yes
2018-11-30,-3.985%,+0.829%,yes
2018-12-03,-9.915%,+1.083%,yes
2018-12-04,+20.733%,-3.337%,yes
2018-12-06,+2.124%,-0.124%,yes
2018-12-07,+8.782%,-2.372%,yes
2018-12-10,-2.606%,+0.18%,yes
2018-12-11,-4.044%,-0.033%,no
2018-12-12,-1.398%,+0.541%,yes
2018-12-13,-3.923%,-0.004%,no
2018-12-14,+4.531%,-2.476%,yes
2018-12-17,+11.786%,-2.116%,yes
2018-12-18,+4.144%,+0.013%,no
2018-12-19,0.0%,-1.552%,yes
2018-12-20,+9.866%,-1.599%,yes
2018-12-21,+5.746%,-2.108%,yes
2018-12-24,+16.523%,-2.779%,yes
2018-12-26,-18.612%,+4.729%,yes
2018-12-27,-1.502%,+0.858%,yes
2018-12-28,-5.716%,-0.109%,no
2018-12-31,-11.487%,+0.856%,yes
2019-01-02,-9.475%,+0.125%,yes
2019-01-03,+8.762%,-2.508%,yes
2019-01-04,-19.036%,+3.319%,yes
2019-01-07,+0.093%,+0.697%,no
2019-01-08,-4.543%,+0.959%,yes
2019-01-09,-2.452%,+0.44%,yes
2019-01-10,-2.462%,+0.45%,yes
2019-01-11,-7.202%,-0.013%,no
2019-01-14,+4.615%,-0.52%,yes
2019-01-15,-2.527%,+1.062%,yes
2019-01-16,+2.311%,+0.228%,no
2019-01-17,-5.426%,+0.764%,yes
2019-01-18,-1.461%,+1.301%,yes
2019-01-22,+14.423%,-1.43%,yes
2019-01-23,-6.557%,+0.217%,yes
2019-01-24,-3.335%,+0.139%,yes
2019-01-25,-8.439%,+0.849%,yes
2019-01-28,+7.684%,-0.794%,yes
2019-01-29,+1.359%,-0.143%,yes
2019-01-30,-8.324%,+1.542%,yes
2019-01-31,-6.578%,+0.876%,yes
2019-02-01,-2.664%,+0.1%,yes
2019-02-04,-2.606%,+0.675%,yes
2019-02-05,-1.028%,+0.47%,yes
2019-02-06,-1.235%,-0.214%,no
2019-02-07,+6.048%,-0.927%,yes
2019-02-08,-4.135%,+0.1%,yes
2019-02-11,+1.565%,+0.072%,no
2019-02-12,-3.5%,+1.28%,yes
2019-02-13,+1.406%,+0.306%,no
2019-02-14,+3.514%,-0.228%,yes
2019-02-15,-8.786%,+1.086%,yes
2019-02-19,-0.202%,+0.155%,yes
2019-02-20,-6.134%,+0.198%,yes
2019-02-21,+3.043%,-0.35%,yes
2019-02-22,-7.032%,+0.642%,yes
2019-02-25,+9.024%,+0.139%,no
2019-02-26,+2.109%,-0.081%,yes
2019-02-27,-3.197%,-0.039%,no
2019-02-28,+0.541%,-0.252%,yes
2019-03-01,-8.917%,+0.689%,yes
2019-03-04,+7.245%,-0.386%,yes
2019-03-05,+0.746%,-0.112%,yes
2019-03-06,+6.353%,-0.65%,yes
2019-03-07,+5.124%,-0.801%,yes
2019-03-08,-3.364%,-0.201%,no
2019-03-11,-12.003%,+1.446%,yes
2019-03-12,-4.067%,+0.298%,yes
2019-03-13,-2.685%,+0.702%,yes
2019-03-14,+0.667%,-0.058%,yes
2019-03-15,-4.814%,+0.5%,yes
2019-03-18,+1.679%,+0.373%,no
2019-03-19,+3.392%,-0.011%,yes
2019-03-20,+2.516%,-0.848%,yes
2019-03-21,-2.054%,+1.082%,yes
2019-03-22,+17.294%,-1.931%,yes
2019-03-25,-0.919%,-0.074%,no
2019-03-26,-11.24%,+0.711%,yes
2019-03-27,+3.102%,-0.464%,yes
2019-03-28,-4.99%,+0.373%,yes
2019-03-29,-5.252%,+0.673%,yes
2019-04-01,-2.313%,+1.145%,yes
2019-04-02,-0.299%,+0.004%,yes
2019-04-03,+2.766%,+0.215%,no
2019-04-04,-1.178%,+0.23%,yes
2019-04-05,-5.928%,+0.464%,yes
2019-04-08,+2.731%,+0.105%,no
2019-04-09,+7.703%,-0.579%,yes
2019-04-10,-7.368%,+0.356%,yes
2019-04-11,-2.151%,+0.004%,yes
2019-04-12,-8.41%,+0.667%,yes
2019-04-15,+2.516%,-0.06%,yes
2019-04-16,-1.149%,+0.052%,yes
2019-04-17,+3.333%,-0.22%,yes
2019-04-18,-4.218%,+0.16%,yes
2019-04-22,+2.657%,+0.104%,no
2019-04-23,-1.14%,+0.882%,yes
2019-04-24,+6.545%,-0.222%,yes
2019-04-25,+0.83%,-0.033%,yes
2019-04-26,-4.085%,+0.468%,yes
2019-04-29,+2.899%,+0.11%,no
2019-04-30,+0.076%,+0.099%,no
2019-05-01,+11.351%,-0.755%,yes
2019-05-02,-2.635%,-0.208%,no
2019-05-03,-12.044%,+0.963%,yes
2019-05-06,+16.645%,-0.439%,yes
2019-05-07,+20.083%,-1.677%,yes
2019-05-08,+0.412%,-0.158%,yes
2019-05-09,-1.571%,-0.268%,no
2019-05-10,-19.077%,+0.405%,yes
2019-05-13,+21.946%,-2.473%,yes
2019-05-14,-13.787%,+0.809%,yes
2019-05-15,-9.854%,+0.599%,yes
2019-05-16,-7.521%,+0.913%,yes
2019-05-17,+4.198%,-0.578%,yes
2019-05-20,+2.146%,-0.681%,yes
2019-05-21,-9.097%,+0.845%,yes
2019-05-22,-1.356%,-0.28%,no
2019-05-23,+12.825%,-1.198%,yes
2019-05-24,-6.751%,+0.153%,yes
2019-05-28,+9.429%,-0.844%,yes
2019-05-29,+2.235%,-0.695%,yes
2019-05-30,-3.468%,+0.221%,yes
2019-05-31,+7.536%,-1.315%,yes
2019-06-03,+0.795%,-0.275%,yes
2019-06-04,-11.137%,+2.099%,yes
2019-06-05,-5.469%,+0.821%,yes
2019-06-06,-1.004%,+0.638%,yes
2019-06-07,+2.27%,+1.048%,no
2019-06-10,-2.258%,+0.464%,yes
2019-06-11,+0.313%,-0.03%,yes
2019-06-12,-0.503%,-0.202%,no
2019-06-13,-0.569%,+0.437%,yes
2019-06-14,-3.534%,-0.146%,no
2019-06-17,+0.456%,+0.093%,no
2019-06-18,-1.32%,+0.965%,yes
2019-06-19,-5.722%,+0.299%,yes
2019-06-20,+2.847%,+0.946%,no
2019-06-21,+4.221%,-0.121%,yes
2019-06-24,-0.917%,-0.172%,no
2019-06-25,+6.265%,-0.958%,yes
2019-06-26,-0.432%,-0.644%,no
2019-06-27,-2.465%,+0.397%,yes
2019-06-28,-4.907%,+0.578%,yes
2019-07-01,-7.255%,+0.761%,yes
2019-07-02,-8.739%,+0.295%,yes
2019-07-03,-2.864%,+0.785%,yes
2019-07-05,+5.346%,-0.17%,yes
2019-07-08,+4.871%,-0.484%,yes
2019-07-09,+0.923%,+0.153%,no
2019-07-10,-8.135%,+0.452%,yes
2019-07-11,-0.773%,+0.227%,yes
2019-07-12,-4.358%,+0.467%,yes
2019-07-15,+2.287%,+0.018%,no
2019-07-16,+1.4%,-0.339%,yes
2019-07-17,+7.946%,-0.657%,yes
2019-07-18,-3.252%,+0.369%,yes
2019-07-19,+6.367%,-0.618%,yes
2019-07-22,-6.8%,+0.283%,yes
2019-07-23,-7.296%,+0.681%,yes
2019-07-24,-4.474%,+0.47%,yes
2019-07-25,+5.259%,-0.526%,yes
2019-07-26,-4.77%,+0.734%,yes
2019-07-29,+5.222%,-0.161%,yes
2019-07-30,+7.963%,-0.248%,yes
2019-07-31,+13.524%,-1.101%,yes
2019-08-01,+9.793%,-0.894%,yes
2019-08-02,-1.476%,-0.727%,no
2019-08-05,+28.386%,-3.067%,yes
2019-08-06,-21.914%,+1.296%,yes
2019-08-07,-3.489%,+0.079%,yes
2019-08-08,-15.257%,+1.871%,yes
2019-08-09,+5.899%,-0.649%,yes
2019-08-12,+14.794%,-1.193%,yes
2019-08-13,-20.377%,+1.456%,yes
2019-08-14,+20.724%,-2.988%,yes
2019-08-15,-4.344%,+0.266%,yes
2019-08-16,-14.672%,+1.441%,yes
2019-08-19,-9.419%,+1.201%,yes
2019-08-20,+3.543%,-0.79%,yes
2019-08-21,-10.759%,+0.824%,yes
2019-08-22,+5.276%,-0.052%,yes
2019-08-23,+16.054%,-2.661%,yes
2019-08-26,-2.847%,+1.096%,yes
2019-08-27,+4.874%,-0.32%,yes
2019-08-28,-4.961%,+0.651%,yes
2019-08-29,-8.221%,+1.271%,yes
2019-08-30,+5.796%,+0.078%,no
2019-09-03,+3.459%,-0.688%,yes
2019-09-04,-13.445%,+1.081%,yes
2019-09-05,-6.515%,+1.306%,yes
2019-09-06,-8.467%,+0.094%,yes
2019-09-09,+1.768%,0.0%,yes
2019-09-10,-0.461%,+0.033%,yes
2019-09-11,-4.038%,+0.723%,yes
2019-09-12,-2.743%,+0.305%,yes
2019-09-13,-3.493%,-0.047%,no
2019-09-16,+6.339%,-0.31%,yes
2019-09-17,-1.593%,+0.255%,yes
2019-09-18,-3.513%,+0.036%,yes
2019-09-19,+0.712%,+0.007%,no
2019-09-20,+8.29%,-0.487%,yes
2019-09-23,-2.75%,-0.007%,no
2019-09-24,+12.551%,-0.844%,yes
2019-09-25,-6.83%,+0.142%,yes
2019-09-26,+0.685%,-0.237%,yes
2019-09-27,+6.678%,-0.52%,yes
2019-09-30,-6.034%,+0.506%,yes
2019-10-01,+12.5%,-1.238%,yes
2019-10-02,+9.728%,-1.82%,yes
2019-10-03,-7.531%,+0.815%,yes
2019-10-04,-12.207%,+1.402%,yes
2019-10-07,+4.591%,-0.45%,yes
2019-10-08,+11.933%,-1.58%,yes
2019-10-09,-8.798%,+0.935%,yes
2019-10-10,-6.09%,+0.638%,yes
2019-10-11,-12.773%,+1.094%,yes
2019-10-14,-6.932%,-0.139%,no
2019-10-15,-7.607%,+0.987%,yes
2019-10-16,+1.023%,-0.196%,yes
2019-10-17,+0.798%,+0.282%,no
2019-10-18,+3.228%,-0.388%,yes
2019-10-21,-1.786%,+0.684%,yes
2019-10-22,+3.181%,-0.354%,yes
2019-10-23,-3.212%,+0.285%,yes
2019-10-24,-2.188%,+0.194%,yes
2019-10-25,-8.379%,+0.405%,yes
2019-10-28,+3.509%,+0.556%,no
2019-10-29,+0.682%,-0.032%,yes
2019-10-30,-7.056%,+0.284%,yes
2019-10-31,+6.732%,-0.299%,yes
2019-11-01,-7.48%,+0.967%,yes
2019-11-04,+4.131%,+0.369%,no
2019-11-05,+2.061%,-0.12%,yes
2019-11-06,-3.803%,+0.077%,yes
2019-11-07,+0.864%,+0.319%,no
2019-11-08,-5.468%,+0.276%,yes
2019-11-11,+4.886%,-0.2%,yes
2019-11-12,-0.079%,+0.164%,yes
2019-11-13,+2.462%,+0.073%,no
2019-11-14,+0.383%,+0.108%,no
2019-11-15,-8.299%,+0.779%,yes
2019-11-18,+3.291%,+0.052%,no
2019-11-19,+3.11%,-0.052%,yes
2019-11-20,-0.626%,-0.358%,no
2019-11-21,+2.666%,-0.15%,yes
2019-11-22,-6.402%,+0.215%,yes
2019-11-25,-3.96%,+0.759%,yes
2019-11-26,-2.86%,+0.22%,yes
2019-11-27,+1.787%,+0.428%,no
2019-11-29,+6.894%,-0.378%,yes
2019-12-02,+15.359%,-0.871%,yes
2019-12-03,+6.579%,-0.663%,yes
2019-12-04,-7.838%,+0.638%,yes
2019-12-05,-1.928%,+0.177%,yes
2019-12-06,-6.608%,+0.909%,yes
2019-12-09,+14.124%,-0.306%,yes
2019-12-10,-1.148%,-0.107%,no
2019-12-11,-4.603%,+0.289%,yes
2019-12-12,-7.532%,+0.865%,yes
2019-12-13,-10.372%,+0.024%,yes
2019-12-16,-4.036%,+0.713%,yes
2019-12-17,+1.221%,+0.034%,no
2019-12-18,+2.305%,-0.034%,yes
2019-12-19,-0.64%,+0.451%,yes
2019-12-20,+0.08%,+0.017%,no
2019-12-23,+0.793%,+0.084%,no
2019-12-24,+0.474%,-0.01%,yes
2019-12-26,-0.158%,+0.519%,yes
2019-12-27,+5.808%,+0.003%,no
2019-12-30,+9.379%,-0.569%,yes
2019-12-31,-7.547%,+0.299%,yes
